"product","user","value"
"Złotokłose",1432,3
"Ciasteczka korzenne",1432,2
"Snickers",1432,3
"Pieguski",1432,3
"Kopiko",1432,4
"Raffaello",1432,5
"Tic tac",1432,2
"JoJo pianki",1432,1
"Milka Lila Stars Raisins",1432,1
"Bounty",1432,4
"Manhattan Ice Cream",1432,4
"Zozole",1432,2
"Sezamki",1432,2
"Ptasie mleczko",1432,3
"Beza",1432,3
"KitKat",1432,4
"Duplo",1432,4
"Nonnette (pierniczki)",1432,2
"Kinder bueno white",1432,2
"Fisherman's Friend",1432,2
"Chupa chups",1432,3
"Romero",1432,4
"Twix",1432,5
"Galaretki w czekoladzie",1432,2
"Toffifee",1432,1
"Dumle",1432,1
"Dzika roza",1432,0
"Fruitella",1432,0
"Maltesers",1432,3
"After Eight ",1432,3
"Kinder bueno",1432,5
"Creme puffs (ptysie)",1432,5
"Kaszka manna",1432,2
"Milka Hazelnuts",1432,5
"Michalki biale",1432,2
"Lentilky",1432,2
"Milky Way",1432,4
"Halls",1432,1
"Wisełka",1432,0
"Chalwa",1432,2
"Nimm2",1432,0
"Knoppers",1432,4
"Prince Polo",1432,3
"Cini Minis",1432,2
"Milka Lila Stars Raisins",478,3
"Chalwa",478,4
"Nimm2",478,2
"Knoppers",478,1
"Pieguski",478,1
"Nogger",478,1
"Ferrero rocher",478,1
"Donuts ",720,4
"KitKat",720,4
"Mentos Mint",720,2
"Draze kokosowe korsarz",720,0
"Cornetto",720,4
"Ptasie mleczko",720,2
"Maltesers",720,4
"Schogetten",720,0
"Sezamki",720,0
"Andruty",720,0
"Wisełka",720,0
"Alpenliebe",720,0
"Chupa chups",720,0
"Appfel loops",720,0
"Skittles",720,3
"After Eight ",720,1
"7 days - cake bar",720,0
"Romero",720,0
"M&m's",720,3
"Mars",720,3
"Milky Way",720,4
"Złotokłose",720,0
"Halls",720,0
"Toffifee",720,0
"Lion",720,4
"Cini Minis",720,0
"Michalki biale",720,0
"Lentilky",720,0
"Dumle",720,0
"Milka Lila Stars Raisins",720,0
"Mamba",720,0
"Nonnette (pierniczki)",720,0
"Jelly (kisiel)",720,0
"Milka Hazelnuts",720,0
"Chalwa",720,0
"Knoppers",720,0
"Dzika roza",720,0
"Bounty",720,0
"Merci",720,0
"Prince Polo",720,0
"Fruitella",720,3
"Nutella",720,3
"Kopiko",720,0
"Ferrero rocher",720,0
"Kinder surprise",720,1
"Pieguski",720,0
"Nogger",720,0
"Zozole",720,0
"Snickers",720,3
"Tic tac",720,0
"Beza",720,0
"JoJo pianki",720,0
"Manhattan Ice Cream",720,0
"Krówki",720,0
"Galaretki w czekoladzie",720,0
"Duplo",720,0
"Werther's Original",720,0
"Toblerone white",720,0
"Ciasteczka korzenne",720,0
"Kinder bueno",720,0
"Twix",720,3
"Kaszka manna",720,0
"Leibniz Biscuits",720,0
"Marcepan",720,0
"Czekolada z okienkiem",720,0
"Nimm2",720,0
"Jeżyki",720,0
"Mon cheri",720,0
"LU Holenderskie",720,0
"Kinder bueno white",720,0
"Grzeski dziel na 6",720,0
"Creme puffs (ptysie)",720,0
"Raffaello",720,0
"Fisherman's Friend",720,0
"Magnum Almond",720,0
"Milka White",720,1
"Haribo",720,3
"Fisherman's Friend",1095,0
"Mars",1095,3
"Merci",1095,0
"Toffifee",1095,0
"Appfel loops",1095,0
"Milky Way",1095,3
"Milka Hazelnuts",1095,4
"Bounty",1095,1
"Lion",1095,4
"Wisełka",1095,0
"Mon cheri",1095,0
"Jelly (kisiel)",1095,0
"Tic tac",1095,0
"JoJo pianki",1095,0
"Kinder bueno",1095,2
"Andruty",1095,0
"Werther's Original",1095,3
"Mamba",1095,0
"Milka White",1095,1
"Dzika roza",1095,0
"Nimm2",1095,0
"Leibniz Biscuits",1095,3
"Ciasteczka korzenne",1095,3
"Kinder surprise",1095,1
"Marcepan",1095,0
"After Eight ",1095,1
"Cini Minis",1095,0
"Kaszka manna",1095,0
"Beza",1095,0
"M&m's",1095,4
"Duplo",1095,3
"Nonnette (pierniczki)",1095,3
"Schogetten",1095,0
"Lentilky",1095,3
"Nogger",1095,0
"Ptasie mleczko",1095,0
"Prince Polo",1095,0
"Chupa chups",1095,2
"Michalki biale",1095,0
"Maltesers",1095,4
"Sezamki",1095,0
"Chalwa",1095,0
"Manhattan Ice Cream",1095,0
"Galaretki w czekoladzie",1095,0
"Dumle",1095,0
"Nutella",1095,3
"Fruitella",1095,3
"Milka Lila Stars Raisins",1095,0
"Kopiko",1095,0
"Pieguski",1095,0
"Kinder bueno white",1095,0
"Czekolada z okienkiem",1095,4
"Twix",1095,3
"Mentos Mint",1095,2
"Złotokłose",1095,0
"Cornetto",1095,4
"Alpenliebe",1095,0
"7 days - cake bar",1095,0
"Draze kokosowe korsarz",1095,0
"LU Holenderskie",1095,0
"Skittles",1095,0
"Haribo",1095,3
"Krówki",1095,0
"Raffaello",1095,0
"Snickers",1095,3
"Zozole",1095,0
"Halls",1095,0
"Romero",1095,0
"Knoppers",1095,0
"Jeżyki",1095,0
"KitKat",1095,3
"Creme puffs (ptysie)",1095,0
"Grzeski dziel na 6",1095,0
"Toblerone white",1095,0
"Ferrero rocher",1095,3
"Magnum Almond",1095,0
"Donuts ",1095,4
"Toffifee",1082,2
"Kinder bueno white",1082,3
"Cornetto",1082,4
"Mars",1082,5
"7 days - cake bar",1082,5
"Ciasteczka korzenne",1082,4
"Złotokłose",1082,4
"Michalki biale",1082,2
"Milka Lila Stars Raisins",1082,5
"Merci",1082,4
"Fruitella",1082,3
"Skittles",1082,4
"Donuts ",1082,3
"Mamba",1082,3
"Milky Way",1082,5
"Duplo",1082,4
"Lentilky",1082,4
"Cini Minis",1082,4
"Magnum Almond",1082,5
"Ptasie mleczko",1082,4
"Kopiko",1082,3
"Dumle",1082,3
"Leibniz Biscuits",1082,5
"Sezamki",1082,3
"Werther's Original",1082,2
"Beza",1082,2
"Nimm2",1082,2
"Chalwa",1082,2
"Raffaello",1082,5
"Maltesers",1082,4
"Czekolada z okienkiem",1082,4
"After Eight ",1082,3
"Jelly (kisiel)",1082,2
"LU Holenderskie",1082,5
"Tic tac",1082,3
"Milka Hazelnuts",1082,5
"Krówki",1082,3
"KitKat",1082,4
"Prince Polo",1082,5
"Manhattan Ice Cream",1082,2
"Twix",1082,4
"Kaszka manna",1082,1
"Galaretki w czekoladzie",1082,1
"Haribo",1082,1
"Grzeski dziel na 6",1082,5
"Mon cheri",1082,4
"JoJo pianki",1082,1
"Creme puffs (ptysie)",1082,3
"Zozole",1082,2
"Alpenliebe",1082,2
"Milka White",1082,4
"Kinder surprise",1082,4
"Kinder bueno",1082,5
"Dzika roza",1082,2
"Knoppers",1082,5
"Chupa chups",1082,3
"Ferrero rocher",1082,4
"Nogger",1082,5
"Lion",1082,5
"Marcepan",1082,2
"Romero",1082,4
"Halls",1082,1
"Mentos Mint",1082,2
"Jeżyki",1082,5
"Fisherman's Friend",1082,2
"Pieguski",1082,5
"Toblerone white",1082,5
"Nutella",1082,3
"Wisełka",1082,1
"Nonnette (pierniczki)",1082,4
"Draze kokosowe korsarz",1082,2
"Schogetten",1082,5
"Andruty",1082,2
"Bounty",1082,5
"M&m's",1082,5
"Snickers",1082,5
"Appfel loops",1082,1
"Tic tac",401,2
"Milka Hazelnuts",401,4
"Romero",401,0
"Fruitella",401,3
"Chupa chups",401,3
"Schogetten",401,0
"Zozole",401,0
"Lion",401,4
"Beza",401,0
"KitKat",401,4
"Werther's Original",401,0
"Cornetto",401,4
"Halls",401,0
"M&m's",401,4
"JoJo pianki",401,0
"Kinder surprise",401,1
"Appfel loops",401,3
"Twix",401,3
"Maltesers",401,4
"Toblerone white",401,0
"Fisherman's Friend",401,0
"Chalwa",401,0
"Haribo",401,0
"Kinder bueno white",401,0
"Creme puffs (ptysie)",401,0
"Manhattan Ice Cream",401,0
"Leibniz Biscuits",401,0
"Nutella",401,3
"Ferrero rocher",401,0
"Milky Way",401,3
"Kaszka manna",401,0
"Jelly (kisiel)",401,0
"Andruty",401,0
"Mamba",401,0
"Jeżyki",401,0
"Alpenliebe",401,0
"Donuts ",401,0
"Nimm2",401,0
"Cini Minis",401,0
"Lentilky",401,3
"Grzeski dziel na 6",401,0
"Snickers",401,3
"Galaretki w czekoladzie",401,0
"Wisełka",401,0
"Sezamki",401,0
"Złotokłose",401,0
"Raffaello",401,0
"Czekolada z okienkiem",401,4
"Magnum Almond",401,4
"Ciasteczka korzenne",401,0
"Nogger",401,0
"Dzika roza",401,0
"Nonnette (pierniczki)",401,0
"Mars",401,3
"Krówki",401,0
"LU Holenderskie",401,0
"Duplo",401,3
"Marcepan",401,0
"Dumle",401,0
"Milka White",401,0
"Toffifee",401,4
"After Eight ",401,1
"Kinder bueno",401,2
"Mon cheri",401,0
"Skittles",401,0
"Michalki biale",401,0
"Merci",401,0
"Prince Polo",401,0
"Ptasie mleczko",401,0
"Kopiko",401,0
"Bounty",401,1
"7 days - cake bar",401,0
"Mentos Mint",401,1
"Draze kokosowe korsarz",401,0
"Knoppers",401,0
"Milka Lila Stars Raisins",401,0
"Pieguski",401,0
"Maltesers",197,3
"Mentos Mint",197,4
"Milka Lila Stars Raisins",197,4
"Zozole",197,4
"Kaszka manna",197,3
"Nogger",197,4
"Toblerone white",197,4
"Kinder bueno",197,4
"Kinder bueno white",197,4
"Ptasie mleczko",197,4
"Magnum Almond",197,4
"Złotokłose",197,4
"Czekolada z okienkiem",1324,4
"Toblerone white",1324,0
"Schogetten",1324,0
"Prince Polo",1324,2
"Ptasie mleczko",1324,1
"Mon cheri",1324,1
"Grzeski dziel na 6",1324,2
"Ciasteczka korzenne",1324,4
"Dumle",1324,1
"Cornetto",1324,4
"Duplo",1324,4
"Mamba",1324,5
"Fruitella",1324,5
"Lion",1324,2
"Creme puffs (ptysie)",1324,2
"Twix",1324,2
"Jelly (kisiel)",1324,5
"Donuts ",1324,4
"Kinder surprise",1324,5
"Romero",1324,4
"Lentilky",1324,0
"Michalki biale",1324,1
"Mars",1324,3
"Galaretki w czekoladzie",1324,4
"Manhattan Ice Cream",1324,4
"Beza",1324,1
"Pieguski",1324,3
"Werther's Original",1324,3
"Nimm2",1324,4
"Skittles",1324,5
"Merci",1324,1
"Bounty",1324,5
"Alpenliebe",1324,5
"JoJo pianki",1324,2
"After Eight ",1324,0
"Kinder bueno",1324,4
"Magnum Almond",1324,5
"Sezamki",1324,3
"Raffaello",1324,4
"Chupa chups",1324,3
"Milka White",1324,4
"Krówki",1324,4
"Ferrero rocher",1324,2
"Draze kokosowe korsarz",1324,4
"KitKat",1324,4
"Milky Way",1324,3
"Nutella",1324,2
"Snickers",1324,2
"Jeżyki",1324,2
"Halls",1324,3
"Cini Minis",1324,4
"7 days - cake bar",1324,4
"Kaszka manna",1324,1
"Dzika roza",1324,1
"Fisherman's Friend",1324,1
"Haribo",1324,3
"Mentos Mint",1324,2
"Nogger",1324,4
"Appfel loops",1324,5
"Toffifee",1324,2
"Wisełka",1324,2
"Andruty",1324,4
"Kinder bueno white",1324,3
"Knoppers",1324,4
"Milka Hazelnuts",1324,3
"LU Holenderskie",1324,5
"Milka Lila Stars Raisins",1324,5
"Leibniz Biscuits",1324,3
"Marcepan",1324,1
"Zozole",1324,4
"Tic tac",1324,2
"Chalwa",1324,2
"Złotokłose",1324,3
"Nonnette (pierniczki)",1324,3
"Maltesers",1324,3
"Kopiko",1324,1
"M&m's",1324,4
"Chupa chups",1266,2
"Milka Hazelnuts",1266,4
"Nonnette (pierniczki)",1266,4
"Kaszka manna",1266,1
"Toblerone white",1266,3
"LU Holenderskie",1266,2
"Maltesers",1266,3
"Fruitella",1266,0
"Sezamki",1266,0
"Dumle",1266,0
"Merci",1266,0
"Alpenliebe",1266,3
"Milka White",1266,5
"Wisełka",1266,4
"Andruty",1266,3
"Krówki",1266,2
"Cini Minis",1266,2
"Mentos Mint",1266,2
"Skittles",1266,2
"Prince Polo",1266,3
"Pieguski",1266,3
"Marcepan",1266,2
"Nimm2",1266,3
"Appfel loops",1266,2
"Duplo",1266,4
"Mon cheri",848,2
"Skittles",1101,2
"Milka Hazelnuts",1101,5
"Twix",1101,5
"M&m's",1101,5
"Mon cheri",1101,0
"Nutella",1101,5
"Merci",1101,0
"Mentos Mint",1101,4
"Fisherman's Friend",1101,0
"Nogger",1101,0
"Magnum Almond",1101,5
"Donuts ",1101,5
"JoJo pianki",1101,0
"Ptasie mleczko",1101,0
"Jelly (kisiel)",1101,0
"Leibniz Biscuits",1101,0
"Haribo",1101,0
"Toblerone white",1101,0
"Zozole",1101,0
"Creme puffs (ptysie)",1101,0
"Toffifee",1101,0
"Pieguski",1101,0
"Marcepan",1101,0
"Ferrero rocher",1101,0
"Snickers",1101,5
"Andruty",1101,0
"Knoppers",1101,0
"Milka White",1101,5
"Złotokłose",1101,0
"Lion",1101,0
"Prince Polo",1101,0
"Cini Minis",1101,0
"Czekolada z okienkiem",1101,0
"LU Holenderskie",1101,0
"Fruitella",1101,5
"Dzika roza",1101,0
"7 days - cake bar",1101,0
"Halls",1101,5
"Chalwa",1101,0
"Alpenliebe",1101,0
"Romero",1101,0
"Wisełka",1101,0
"Duplo",1101,0
"Kinder bueno white",1101,0
"Beza",1101,0
"KitKat",1101,0
"Maltesers",1101,0
"Milka Lila Stars Raisins",1101,0
"Ciasteczka korzenne",1101,0
"Sezamki",1101,0
"Raffaello",1101,0
"Mars",1101,0
"Milky Way",1101,0
"Kinder surprise",1101,0
"Werther's Original",1101,0
"Nimm2",1101,0
"Dumle",1101,0
"Galaretki w czekoladzie",1101,0
"Michalki biale",1101,0
"Chupa chups",1101,0
"Grzeski dziel na 6",1101,0
"Nonnette (pierniczki)",1101,0
"Kaszka manna",1101,0
"Mamba",1101,0
"Bounty",1101,0
"Draze kokosowe korsarz",1101,0
"Kinder bueno",1101,0
"Cornetto",1101,0
"Appfel loops",1101,0
"Kopiko",1101,0
"Manhattan Ice Cream",1101,0
"Jeżyki",1101,0
"Tic tac",1101,0
"After Eight ",1101,0
"Krówki",1101,0
"Lentilky",1101,0
"Schogetten",1101,0
"Maltesers",1411,5
"Duplo",1411,3
"Mamba",1411,2
"Skittles",1411,1
"KitKat",1411,4
"Pieguski",1411,1
"JoJo pianki",1411,2
"Galaretki w czekoladzie",1411,4
"Bounty",1411,1
"Milka Hazelnuts",1411,4
"Mon cheri",1411,3
"Romero",1411,2
"Leibniz Biscuits",1411,1
"Dzika roza",1411,4
"Marcepan",1411,4
"7 days - cake bar",1411,4
"Jelly (kisiel)",1411,1
"Milky Way",1411,2
"Toffifee",1411,5
"Raffaello",1411,5
"Andruty",1411,3
"Schogetten",1411,0
"Merci",64,4
"Cornetto",64,4
"Kinder surprise",64,3
"LU Holenderskie",64,3
"Maltesers",64,3
"Fisherman's Friend",64,3
"Jelly (kisiel)",64,3
"Lion",64,4
"Toblerone white",64,3
"Schogetten",64,4
"Leibniz Biscuits",64,2
"Dumle",64,3
"Ptasie mleczko",64,4
"Beza",64,2
"Galaretki w czekoladzie",64,2
"Duplo",64,2
"Pieguski",64,3
"Snickers",64,4
"Bounty",64,4
"Jeżyki",64,4
"Kinder bueno",64,3
"Raffaello",64,3
"Draze kokosowe korsarz",64,3
"Krówki",64,3
"Appfel loops",64,2
"Tic tac",64,2
"Chalwa",64,4
"Ferrero rocher",286,5
"Grzeski dziel na 6",1007,2
"Appfel loops",1007,0
"Draze kokosowe korsarz",1007,3
"Nogger",1007,1
"Magnum Almond",1007,1
"Skittles",1007,1
"Michalki biale",1007,1
"JoJo pianki",1007,1
"Krówki",1007,5
"Lion",1007,2
"Kopiko",1007,1
"Cini Minis",1007,2
"M&m's",1007,4
"Wisełka",1007,0
"Milka White",1007,1
"Galaretki w czekoladzie",1007,0
"Ptasie mleczko",1007,5
"Kinder bueno",1007,4
"Tic tac",1007,2
"Schogetten",1007,4
"Nutella",1007,4
"Fruitella",1007,3
"Milka Lila Stars Raisins",1007,0
"Dumle",1007,1
"Kinder bueno white",1007,1
"Milky Way",1007,2
"Creme puffs (ptysie)",1007,3
"Cornetto",1007,2
"LU Holenderskie",1007,0
"Twix",1007,2
"Złotokłose",1007,0
"Romero",1007,0
"KitKat",1007,3
"After Eight ",1007,2
"Ciasteczka korzenne",1007,2
"Chalwa",1007,1
"Jeżyki",1007,3
"Haribo",1007,2
"Ferrero rocher",1007,1
"Mentos Mint",1007,1
"Leibniz Biscuits",1007,2
"Lentilky",1007,5
"Nimm2",1007,2
"Mamba",1007,4
"Chupa chups",1007,4
"Sezamki",1007,2
"Snickers",1007,2
"Fisherman's Friend",1007,0
"Andruty",1007,0
"Nonnette (pierniczki)",1007,2
"Mon cheri",1007,1
"Toffifee",1007,1
"Marcepan",1007,0
"Jelly (kisiel)",1007,1
"7 days - cake bar",1007,0
"Prince Polo",1007,2
"Raffaello",1007,1
"Dzika roza",1007,0
"Merci",1007,2
"Donuts ",1007,5
"Bounty",1007,1
"Maltesers",1007,0
"Kaszka manna",1007,0
"Zozole",1007,1
"Halls",1007,1
"Czekolada z okienkiem",1007,4
"Kinder surprise",1007,4
"Mars",1007,2
"Alpenliebe",1007,0
"Pieguski",1007,3
"Werther's Original",1007,1
"Beza",1007,2
"Knoppers",1007,1
"Duplo",1007,1
"Toblerone white",1007,1
"Manhattan Ice Cream",1007,1
"Milka Hazelnuts",1007,0
"Appfel loops",1150,0
"Duplo",1150,0
"Twix",1150,2
"Złotokłose",1150,0
"Mon cheri",1150,0
"Nonnette (pierniczki)",1150,0
"Grzeski dziel na 6",1150,5
"Romero",1150,5
"Milka White",1150,0
"Milka Hazelnuts",1150,0
"Mentos Mint",1150,1
"Michalki biale",1150,5
"Alpenliebe",1150,2
"Halls",1150,5
"Milka Lila Stars Raisins",1150,0
"Cini Minis",1150,0
"Cornetto",1150,3
"Jelly (kisiel)",1150,0
"Krówki",1150,0
"Andruty",1150,0
"Werther's Original",1150,5
"Schogetten",1150,5
"Lentilky",1150,5
"Mamba",1150,3
"Tic tac",1150,3
"Manhattan Ice Cream",1150,0
"Wisełka",1150,0
"Toffifee",1150,0
"Chupa chups",1150,0
"Jeżyki",1150,3
"Dumle",1150,1
"Toblerone white",1150,1
"Nimm2",1150,3
"Merci",1150,4
"Magnum Almond",1150,0
"Galaretki w czekoladzie",1150,3
"Snickers",1150,3
"Lion",1150,3
"Draze kokosowe korsarz",1150,4
"Raffaello",1150,0
"KitKat",1150,2
"Kinder surprise",1150,1
"Chalwa",1150,1
"Maltesers",1150,5
"JoJo pianki",1150,0
"Kinder bueno white",1150,3
"Donuts ",1150,5
"Fruitella",1150,1
"Kopiko",1150,1
"Haribo",1150,1
"Knoppers",1150,4
"Mars",1150,3
"7 days - cake bar",1150,4
"Prince Polo",1150,5
"LU Holenderskie",1150,5
"Leibniz Biscuits",1150,2
"Skittles",1150,2
"Kinder bueno",1150,2
"After Eight ",1150,1
"Nogger",1150,5
"Bounty",1150,5
"Sezamki",1150,2
"Czekolada z okienkiem",1150,3
"Ferrero rocher",1150,0
"Kaszka manna",1150,5
"Pieguski",1150,3
"M&m's",1150,3
"Ciasteczka korzenne",1150,4
"Fisherman's Friend",1150,0
"Creme puffs (ptysie)",1150,0
"Beza",1150,0
"Milky Way",1150,5
"Dzika roza",1150,0
"Marcepan",1150,0
"Zozole",1150,0
"Nutella",1150,3
"Ptasie mleczko",1150,4
"Werther's Original",193,4
"After Eight ",193,0
"Cini Minis",193,2
"Mentos Mint",193,3
"Kinder bueno white",193,5
"Jelly (kisiel)",193,0
"JoJo pianki",193,0
"Dumle",193,4
"Toffifee",193,5
"Romero",193,2
"Andruty",193,0
"Wisełka",193,0
"Toblerone white",193,3
"Nimm2",193,1
"Galaretki w czekoladzie",193,0
"Nutella",193,5
"Kopiko",193,4
"Michalki biale",193,5
"Mars",193,3
"Snickers",193,4
"Cornetto",193,3
"Leibniz Biscuits",193,3
"Chalwa",193,4
"Jeżyki",193,5
"Mamba",193,3
"Bounty",193,2
"Magnum Almond",193,3
"Pieguski",193,4
"Sezamki",193,4
"KitKat",193,4
"Czekolada z okienkiem",193,4
"Fruitella",193,3
"Ciasteczka korzenne",193,4
"Kaszka manna",193,4
"Milky Way",193,3
"Milka White",193,4
"Krówki",193,4
"Ferrero rocher",193,5
"Nogger",193,5
"Schogetten",193,4
"M&m's",193,5
"Zozole",193,3
"Draze kokosowe korsarz",193,5
"Maltesers",193,5
"Lion",193,5
"Beza",193,4
"Milka Lila Stars Raisins",193,4
"Dzika roza",193,0
"Knoppers",193,5
"Duplo",193,0
"Merci",193,3
"LU Holenderskie",193,0
"Grzeski dziel na 6",193,3
"Manhattan Ice Cream",193,0
"7 days - cake bar",193,4
"Nonnette (pierniczki)",193,0
"Złotokłose",193,0
"Marcepan",193,1
"Appfel loops",193,4
"Prince Polo",193,4
"Haribo",193,5
"Creme puffs (ptysie)",193,5
"Lentilky",193,3
"Tic tac",193,3
"Alpenliebe",193,2
"Twix",193,5
"Kinder bueno",193,5
"Halls",193,3
"Ptasie mleczko",193,3
"Milka Hazelnuts",193,4
"Donuts ",193,3
"Kinder surprise",193,4
"Chupa chups",193,4
"Fisherman's Friend",193,0
"Mon cheri",193,0
"Raffaello",193,5
"Skittles",193,3
"Mentos Mint",1330,3
"Dzika roza",1330,0
"Kinder bueno white",1330,5
"Zozole",1330,2
"Bounty",1330,5
"LU Holenderskie",1330,4
"Magnum Almond",1330,4
"Skittles",1330,4
"Draze kokosowe korsarz",1330,4
"Leibniz Biscuits",1330,4
"M&m's",1330,5
"Schogetten",1330,4
"Ciasteczka korzenne",1330,3
"Toblerone white",1330,4
"Donuts ",1330,5
"Milka Lila Stars Raisins",1330,5
"Raffaello",1330,4
"Toffifee",1330,4
"Milka White",1330,4
"Romero",1330,0
"Kinder bueno",1330,4
"Lion",1330,3
"Haribo",1330,5
"Tic tac",1330,3
"Pieguski",1330,4
"KitKat",1330,4
"JoJo pianki",1330,2
"Nogger",1330,3
"Grzeski dziel na 6",1330,3
"Knoppers",1330,4
"Merci",1330,3
"Nutella",1330,5
"Jelly (kisiel)",1330,3
"Andruty",1330,2
"Wisełka",1330,0
"Werther's Original",1330,3
"After Eight ",1330,4
"Appfel loops",1330,4
"Alpenliebe",1330,3
"Kinder surprise",1330,4
"Duplo",1330,5
"Twix",1330,4
"Marcepan",1330,2
"Mon cheri",1330,2
"Czekolada z okienkiem",1330,3
"Mars",1330,4
"Dumle",1330,4
"Mamba",1330,4
"Chupa chups",1330,2
"Fruitella",1330,3
"Beza",1330,3
"Lentilky",1330,3
"Nonnette (pierniczki)",1330,0
"Fisherman's Friend",1330,0
"Milky Way",1330,4
"Milka Hazelnuts",1330,4
"Michalki biale",1330,5
"Snickers",1330,5
"Cornetto",1330,4
"Krówki",1330,5
"Ferrero rocher",1330,5
"Sezamki",1330,2
"Maltesers",1330,5
"Prince Polo",1330,4
"Halls",1330,2
"Złotokłose",1330,3
"Cini Minis",1330,5
"Kopiko",1330,3
"Jeżyki",1330,5
"Galaretki w czekoladzie",1330,2
"Chalwa",1330,1
"Creme puffs (ptysie)",1330,3
"Nimm2",1330,3
"Manhattan Ice Cream",1330,3
"Kaszka manna",1330,4
"7 days - cake bar",1330,4
"Ptasie mleczko",1330,5
"Milky Way",184,1
"Sezamki",184,4
"Mamba",184,4
"Jeżyki",184,2
"Kopiko",184,5
"Manhattan Ice Cream",184,2
"Złotokłose",184,4
"Zozole",184,1
"Kinder bueno",184,0
"After Eight ",184,2
"Donuts ",184,4
"Nogger",184,1
"JoJo pianki",184,5
"Duplo",184,1
"Chupa chups",184,4
"Mars",184,2
"Ferrero rocher",184,5
"Tic tac",184,1
"Czekolada z okienkiem",184,2
"Maltesers",184,3
"Merci",184,4
"Milka White",184,2
"Nutella",184,3
"Appfel loops",184,3
"Lion",184,3
"Marcepan",184,3
"Werther's Original",184,3
"Kinder bueno white",184,3
"Michalki biale",184,3
"Romero",184,3
"Fruitella",184,3
"Prince Polo",184,3
"Twix",184,4
"Skittles",184,2
"Kaszka manna",184,2
"Wisełka",184,4
"7 days - cake bar",184,3
"Halls",184,2
"Wisełka",975,5
"Kinder surprise",975,5
"Kaszka manna",975,1
"Nutella",975,2
"Dumle",975,0
"Magnum Almond",1024,2
"Ferrero rocher",1223,1
"Raffaello",182,4
"Donuts ",182,4
"Bounty",182,4
"Lentilky",182,3
"Fruitella",182,0
"Romero",182,0
"Twix",182,0
"Chupa chups",182,0
"Czekolada z okienkiem",182,0
"Halls",182,3
"Magnum Almond",182,4
"Prince Polo",182,0
"Snickers",182,3
"Werther's Original",182,0
"Marcepan",182,3
"Sezamki",182,0
"Appfel loops",182,0
"7 days - cake bar",182,0
"Ciasteczka korzenne",182,0
"Kinder surprise",182,0
"Kaszka manna",182,0
"Milka Hazelnuts",182,3
"Alpenliebe",182,1
"JoJo pianki",182,1
"Cini Minis",182,0
"KitKat",182,5
"Creme puffs (ptysie)",182,2
"Zozole",182,0
"Beza",182,0
"Galaretki w czekoladzie",182,0
"Jeżyki",182,0
"Ferrero rocher",182,5
"Nogger",182,3
"Ptasie mleczko",182,0
"Knoppers",182,0
"Cornetto",182,0
"Draze kokosowe korsarz",182,0
"Milka White",182,0
"Nutella",182,0
"Michalki biale",182,0
"Toffifee",182,0
"Maltesers",182,0
"Toblerone white",182,0
"Leibniz Biscuits",182,0
"Merci",182,0
"After Eight ",182,0
"Kopiko",182,0
"Duplo",182,0
"Kinder bueno white",182,0
"Złotokłose",182,0
"Jelly (kisiel)",182,0
"Krówki",182,0
"Pieguski",182,0
"Manhattan Ice Cream",182,0
"Lion",182,0
"Nimm2",182,0
"LU Holenderskie",182,0
"Skittles",182,0
"Milky Way",182,0
"Dzika roza",182,0
"M&m's",182,0
"Mars",182,0
"Haribo",182,0
"Milka Lila Stars Raisins",182,0
"Dumle",182,0
"Fisherman's Friend",182,0
"Kinder bueno",182,0
"Nonnette (pierniczki)",182,0
"Mamba",182,0
"Grzeski dziel na 6",182,0
"Tic tac",182,0
"Mon cheri",182,0
"Wisełka",182,0
"Mentos Mint",182,3
"Chalwa",182,0
"Schogetten",182,0
"Andruty",182,0
"Skittles",692,2
"Milka Hazelnuts",692,2
"LU Holenderskie",1199,0
"Tic tac",1199,2
"Leibniz Biscuits",1199,0
"Kaszka manna",1199,0
"M&m's",1199,2
"Sezamki",1199,0
"Werther's Original",1199,0
"Milka Hazelnuts",1199,5
"Ptasie mleczko",1199,5
"Duplo",1199,0
"Kopiko",1199,0
"Cornetto",1199,4
"Appfel loops",1199,0
"Merci",1199,5
"Draze kokosowe korsarz",1199,0
"Milka White",1199,4
"Beza",1199,0
"Manhattan Ice Cream",1199,0
"Wisełka",1199,0
"Donuts ",1199,0
"Skittles",1199,1
"Mon cheri",1199,0
"Alpenliebe",1199,0
"Milky Way",1199,4
"Prince Polo",1199,0
"Ciasteczka korzenne",1199,0
"Marcepan",1199,0
"Fisherman's Friend",1199,0
"Ferrero rocher",1199,5
"Mars",1199,4
"Halls",1199,0
"Mamba",1199,3
"Dumle",1199,0
"Romero",1199,0
"Creme puffs (ptysie)",1199,0
"Magnum Almond",1199,0
"Pieguski",1199,0
"Haribo",1199,0
"Cini Minis",1199,0
"Kinder surprise",1199,4
"Nutella",1199,3
"Chalwa",1199,0
"Nimm2",1199,0
"Raffaello",1199,5
"7 days - cake bar",1199,0
"Mentos Mint",1199,3
"Knoppers",1199,0
"Złotokłose",1199,0
"Lentilky",1199,0
"Fruitella",1199,3
"KitKat",1199,3
"Andruty",1199,0
"Kinder bueno white",1199,2
"Czekolada z okienkiem",1199,0
"Snickers",1199,4
"Bounty",1199,4
"Maltesers",1199,0
"Chupa chups",1199,0
"Milka Lila Stars Raisins",1199,0
"Kinder bueno",1199,2
"Krówki",1199,0
